crane_id,equipment_type,date,crane_operation_hours,fuel_consumption_litres,fuel_consumption_kWh,maintenance_status,operator_id,number_of_moves
RTG23,RTG,2026-01-08,12.7,179.54,0,Under Repair,OP_114,215
RTG24,RTG,2026-01-08,19.21,240.08,0,Good,OP_137,307
RTG25,RTG,2026-01-08,12.57,152.13,0,Good,OP_134,188
RTG26,RTG,2026-01-08,20.46,273.22,0,Good,OP_141,409
RTG27,RTG,2026-01-08,21.44,356.86,0,Under Repair,OP_122,343
RTG28,RTG,2026-01-08,20.15,325.07,0,Good,OP_145,322
RTG29,RTG,2026-01-08,,370.8,0,Under Repair,OP_125,358
RTG30,RTG,2026-01-08,16.51,201.74,0,Good,OP_132,247
RTG31,RTG,2026-01-08,20.64,274.94,0,Good,OP_141,330
RTG32,RTG,2026-01-08,14.03,170.59,0,Good,OP_113,238
RTG33,RTG,2026-01-08,15.46,268.63,0,Due,OP_129,309
RTG34,RTG,2026-01-08,17.67,238.61,0,Under Repair,OP_145,318
RTG35,RTG,2026-01-08,16.03,282.15,0,Good,OP_101,304
RTG36,RTG,2026-01-08,16.45,277.51,0,Good,OP_146,246
QC01,Quay Crane,2026-01-09,13.04,0,2197.43,Good,OP_138,391
QC02,Quay Crane,2026-01-09,20.37,0,3771.86,Good,OP_117,590
QC03,Quay Crane,2026-01-09,21.25,0,3828.44,Due,OP_150,552
QC04,Quay Crane,2026-01-09,20.21,0,3051.7,Good,OP_145,545
QC05,Quay Crane,2026-01-09,19.18,0,3413.7,Good,OP_104,498
QC06,Quay Crane,2026-01-09,14.89,0,2722.27,Good,OP_106,446
QC07,Quay Crane,2026-01-09,19.71,0,3220.39,Under Repair,OP_123,492
QC08,Quay Crane,2026-01-09,17.52,0,3452.34,Under Repair,OP_133,455
QC09,Quay Crane,2026-01-09,18.5,0,2963.26,Good,OP_101,499
QC10,Quay Crane,2026-01-09,19.79,0,3410.49,Good,OP_130,573
QC11,Quay Crane,2026-01-09,20.33,0,3683.67,Under Repair,OP_142,609
QC12,Quay Crane,2026-01-09,21.14,0,3789.16,Good,OP_145,528
RTG01,RTG,2026-01-09,16,280.44,0,Good,OP_110,320
RTG02,RTG,2026-01-09,19.6,333.53,0,Due,OP_111,294
RTG03,RTG,2026-01-09,20.48,288.12,0,Good,OP_112,307
RTG04,RTG,2026-01-09,15.94,258.86,0,Good,OP_108,286
RTG05,RTG,2026-01-09,18.59,250.78,0,Under Repair,OP_107,353
RTG06,RTG,2026-01-09,21.61,314.87,0,Good,OP_135,367
RTG07,RTG,2026-01-09,17.65,280.42,0,Good,OP_121,300
RTG08,RTG,2026-01-09,20.48,358.78,0,Good,OP_135,327
RTG09,RTG,2026-01-09,12.96,189.23,0,Due,OP_149,246
RTG10,RTG,2026-01-09,12.99,194.74,0,Good,OP_143,207
RTG11,RTG,2026-01-09,20.32,262.95,0,Good,OP_129,304
RTG12,RTG,2026-01-09,13.73,196.37,0,Due,OP_108,260
RTG13,RTG,2026-01-09,13.97,173.08,0,Good,OP_134,237
RTG14,RTG,2026-01-09,20.36,299.8,0,Under Repair,OP_139,325
RTG15,RTG,2026-01-09,18.41,271.17,0,Good,OP_102,349
RTG16,RTG,2026-01-09,14.85,179.69,0,Good,OP_102,222
RTG17,RTG,2026-01-09,15.74,282.35,0,Good,OP_122,283
RTG18,RTG,2026-01-09,12.23,155.96,0,Good,OP_112,207
RTG19,RTG,2026-01-09,20.64,318.36,0,Under Repair,OP_146,392
RTG20,RTG,2026-01-09,16.98,276.64,0,Good,OP_120,339
RTG21,RTG,2026-01-09,18.05,314.98,0,Good,OP_129,361
RTG22,RTG,2026-01-09,,261.03,0,Good,OP_150,266
RTG23,RTG,2026-01-09,21.52,348.97,0,Good,OP_134,322
RTG24,RTG,2026-01-09,20.77,370.57,0,Good,OP_127,332
RTG25,RTG,2026-01-09,21.64,359.89,0,Due,OP_117,432
RTG26,RTG,2026-01-09,14.56,239.57,0,Due,OP_112,232
RTG27,RTG,2026-01-09,20.13,345.88,0,Due,OP_116,322
RTG28,RTG,2026-01-09,20.42,330.57,0,Good,OP_137,326
RTG29,RTG,2026-01-09,21.71,287.09,0,Good,OP_122,369
RTG30,RTG,2026-01-09,12.49,203.48,0,Good,OP_121,237
RTG31,RTG,2026-01-09,18.34,323.43,0,Due,OP_147,293
RTG32,RTG,2026-01-09,16.11,204.56,0,Due,OP_147,273
RTG33,RTG,2026-01-09,17.72,236.2,0,Good,OP_117,301
RTG34,RTG,2026-01-09,17.32,243.08,0,Good,OP_108,329
RTG35,RTG,2026-01-09,19.65,314.54,0,Good,OP_144,314
RTG36,RTG,2026-01-09,12.68,159.89,0,Good,OP_130,240
QC01,Quay Crane,2026-01-10,15.04,0,2555.66,Good,OP_124,376
QC02,Quay Crane,2026-01-10,13.5,0,2334.49,Good,OP_108,364
QC03,Quay Crane,2026-01-10,19.33,0,3346.72,Under Repair,OP_143,483
QC04,Quay Crane,2026-01-10,12.42,0,2293.67,Due,OP_143,347
QC05,Quay Crane,2026-01-10,20.51,0,4072.99,Good,OP_102,512
QC06,Quay Crane,2026-01-10,17.34,0,3348.03,Under Repair,OP_117,520
QC07,Quay Crane,2026-01-10,21.28,0,3766.05,Good,OP_142,574
QC08,Quay Crane,2026-01-10,21.44,0,3323.33,Good,OP_127,600
QC09,Quay Crane,2026-01-10,14.23,0,2778.93,Under Repair,OP_111,384
QC10,Quay Crane,2026-01-10,15.52,0,2471.5,Due,OP_128,419
QC11,Quay Crane,2026-01-10,12.14,0,2310.82,Due,OP_140,364
QC12,Quay Crane,2026-01-10,20.94,0,3868.75,Due,OP_124,628
RTG01,RTG,2026-01-10,20.84,283.46,0,Good,OP_100,395
RTG02,RTG,2026-01-10,14.91,251.35,0,Good,OP_121,223
RTG03,RTG,2026-01-10,15.78,265.59,0,Good,OP_137,299
RTG04,RTG,2026-01-10,15.64,244.88,0,Good,OP_116,250
RTG05,RTG,2026-01-10,15.87,238.59,0,Under Repair,OP_123,269
RTG06,RTG,2026-01-10,15.03,236.54,0,Good,OP_119,225
RTG07,RTG,2026-01-10,19.59,240.6,0,Under Repair,OP_143,293
RTG08,RTG,2026-01-10,20.3,338.01,0,Good,OP_149,345
RTG09,RTG,2026-01-10,19.23,254.88,0,Good,OP_139,288
RTG10,RTG,2026-01-10,21,353.82,0,Good,OP_101,357
RTG11,RTG,2026-01-10,13.36,162.13,0,Good,OP_109,227
RTG12,RTG,2026-01-10,17.95,257.2,0,Good,OP_141,359
RTG13,RTG,2026-01-10,12.42,208.67,0,Due,OP_130,211
RTG14,RTG,2026-01-10,12.99,230.59,0,Good,OP_115,246
RTG15,RTG,2026-01-10,18.06,235.47,0,Due,OP_114,270
RTG16,RTG,2026-01-10,17.24,227.4,0,Due,OP_146,258
RTG17,RTG,2026-01-10,16.55,286.75,0,Under Repair,OP_100,314
RTG18,RTG,2026-01-10,14.5,176.69,0,Good,OP_129,232
RTG19,RTG,2026-01-10,12.22,159.48,0,Under Repair,OP_104,244
RTG20,RTG,2026-01-10,15.24,268.13,0,Due,OP_114,289
RTG21,RTG,2026-01-10,15.54,227.5,0,Good,OP_101,264
RTG22,RTG,2026-01-10,14.25,211.73,0,Good,OP_136,285
RTG23,RTG,2026-01-10,14.27,222.49,0,Under Repair,OP_130,228
RTG24,RTG,2026-01-10,22,283.14,0,Under Repair,OP_136,352
RTG25,RTG,2026-01-10,15.43,202.26,0,Due,OP_112,246
RTG26,RTG,2026-01-10,17.25,221.13,0,Under Repair,OP_128,327
RTG27,RTG,2026-01-10,19.09,260.15,0,Under Repair,OP_119,286
RTG28,RTG,2026-01-10,19.17,333.08,0,Good,OP_133,325
RTG29,RTG,2026-01-10,19.56,261.62,0,Good,OP_102,293
RTG30,RTG,2026-01-10,20.87,271.89,0,Good,OP_102,375
RTG31,RTG,2026-01-10,12.77,184.72,0,Due,OP_137,255
RTG32,RTG,2026-01-10,19.98,241.8,0,Good,OP_128,339
RTG33,RTG,2026-01-10,12.16,190.94,0,Good,OP_120,182
RTG34,RTG,2026-01-10,20.43,288.88,0,Due,OP_133,326
RTG35,RTG,2026-01-10,15.47,247.44,0,Due,OP_123,293
RTG36,RTG,2026-01-10,19.11,239.64,0,Good,OP_144,305
QC01,Quay Crane,2026-01-11,18.26,0,3148.47,Good,OP_120,529
QC02,Quay Crane,2026-01-11,14.21,0,2151.13,Due,OP_112,355
QC03,Quay Crane,2026-01-11,12.22,0,1841.19,Good,OP_132,342
QC04,Quay Crane,2026-01-11,19.85,0,3176.28,Due,OP_106,555
QC05,Quay Crane,2026-01-11,14.37,0,2535.19,Under Repair,OP_127,416
QC06,Quay Crane,2026-01-11,17.66,0,3098.6,Under Repair,OP_110,459
QC07,Quay Crane,2026-01-11,13.8,0,2377.52,Good,OP_122,386
QC08,Quay Crane,2026-01-11,17.72,0,3392.45,Good,OP_130,531
QC09,Quay Crane,2026-01-11,15.72,0,3107.25,Due,OP_102,393
QC10,Quay Crane,2026-01-11,13.32,0,2312.09,Good,OP_149,386
QC11,Quay Crane,2026-01-11,13.55,0,2701.98,Good,OP_136,379
QC12,Quay Crane,2026-01-11,20.2,0,3809,Under Repair,OP_150,525
RTG01,RTG,2026-01-11,16.69,210.96,0,Under Repair,OP_130,250
RTG02,RTG,2026-01-11,21.43,361.9,0,Under Repair,OP_138,428
RTG03,RTG,2026-01-11,15.33,257.8,0,Good,OP_137,260
RTG04,RTG,2026-01-11,15.27,236.96,0,Due,OP_135,290
RTG05,RTG,2026-01-11,14.55,258.24,0,Good,OP_146,291
RTG06,RTG,2026-01-11,,311.08,0,Good,OP_110,286
RTG07,RTG,2026-01-11,16.47,232.42,0,Good,OP_118,263
RTG08,RTG,2026-01-11,21.5,264.58,0,Good,OP_109,344
RTG09,RTG,2026-01-11,15.86,269.09,0,Good,OP_123,301
RTG10,RTG,2026-01-11,19.28,345.73,0,Good,OP_124,366
RTG11,RTG,2026-01-11,20.4,322.99,0,Good,OP_141,306
RTG12,RTG,2026-01-11,19.19,304.92,0,Good,OP_114,326
RTG13,RTG,2026-01-11,20.27,345.51,0,Good,OP_128,344
RTG14,RTG,2026-01-11,21.4,376.31,0,Under Repair,OP_116,321
RTG15,RTG,2026-01-11,19.83,354.42,0,Good,OP_129,337
RTG16,RTG,2026-01-11,18.84,316.77,0,Good,OP_150,320
RTG17,RTG,2026-01-11,21.7,292.03,0,Due,OP_101,412
RTG18,RTG,2026-01-11,17.34,293.67,0,Good,OP_142,260
RTG19,RTG,2026-01-11,19.69,261.48,0,Good,OP_149,393
RTG20,RTG,2026-01-11,19.37,245.09,0,Good,OP_141,348
RTG21,RTG,2026-01-11,18.08,279.6,0,Under Repair,OP_109,307
RTG22,RTG,2026-01-11,15.38,250.57,0,Due,OP_129,307
RTG23,RTG,2026-01-11,17.49,289.36,0,Good,OP_143,349
RTG24,RTG,2026-01-11,19.32,263.46,0,Due,OP_121,309
RTG25,RTG,2026-01-11,13.54,207.08,0,Under Repair,OP_109,243
RTG26,RTG,2026-01-11,18.42,303.93,0,Good,OP_126,294
RTG27,RTG,2026-01-11,21.58,301.11,0,Good,OP_109,431
RTG28,RTG,2026-01-11,16.07,220.82,0,Due,OP_129,305
RTG29,RTG,2026-01-11,19.2,284,0,Good,OP_111,288
RTG30,RTG,2026-01-11,18.07,311.25,0,Due,OP_135,343
RTG31,RTG,2026-01-11,18.78,285.47,0,Under Repair,OP_122,300
RTG32,RTG,2026-01-11,12.09,188.68,0,Due,OP_105,229
RTG33,RTG,2026-01-11,20.8,353.53,0,Good,OP_100,353
RTG34,RTG,2026-01-11,12.76,220.61,0,Good,OP_100,216
RTG35,RTG,2026-01-11,17.41,213.8,0,Good,OP_130,278
RTG36,RTG,2026-01-11,16.94,283.98,0,Under Repair,OP_149,287
QC01,Quay Crane,2026-01-12,16.2,0,2436.91,Under Repair,OP_138,405
QC02,Quay Crane,2026-01-12,18.98,0,3235.36,Due,OP_117,512
QC03,Quay Crane,2026-01-12,16.87,0,2880.32,Good,OP_140,489
QC04,Quay Crane,2026-01-12,19.02,0,3641.52,Due,OP_145,551
QC05,Quay Crane,2026-01-12,19.78,0,3250.23,Good,OP_109,534
QC06,Quay Crane,2026-01-12,13.61,0,2130.07,Good,OP_125,408
QC07,Quay Crane,2026-01-12,15.76,0,2677.95,Good,OP_148,425
QC08,Quay Crane,2026-01-12,12.3,0,2218.65,Due,OP_150,332
QC09,Quay Crane,2026-01-12,19.45,0,3195.24,Due,OP_150,583
QC10,Quay Crane,2026-01-12,17.04,0,3384.19,Good,OP_105,460
QC11,Quay Crane,2026-01-12,19.27,0,3290.22,Good,OP_146,520
QC12,Quay Crane,2026-01-12,14.24,0,2373.96,Good,OP_136,384
RTG01,RTG,2026-01-12,20.39,361.29,0,Good,OP_115,305
RTG02,RTG,2026-01-12,16.79,298.35,0,Good,OP_137,251
RTG03,RTG,2026-01-12,12.95,216.68,0,Due,OP_101,194
RTG04,RTG,2026-01-12,12.04,210.07,0,Good,OP_142,192
RTG05,RTG,2026-01-12,14.23,215.23,0,Due,OP_109,227
RTG06,RTG,2026-01-12,17.43,307.66,0,Good,OP_110,331
RTG07,RTG,2026-01-12,15.82,190.4,0,Due,OP_139,316
RTG08,RTG,2026-01-12,12.32,162.28,0,Good,OP_141,184
RTG09,RTG,2026-01-12,16.72,224.97,0,Good,OP_150,267
RTG10,RTG,2026-01-12,17.17,212.57,0,Under Repair,OP_115,326
RTG11,RTG,2026-01-12,16.03,269.42,0,Under Repair,OP_106,288
RTG12,RTG,2026-01-12,14.79,183.76,0,Good,OP_141,281
RTG13,RTG,2026-01-12,12.12,217.97,0,Good,OP_106,193
RTG14,RTG,2026-01-12,19.13,333,0,Under Repair,OP_120,306
RTG15,RTG,2026-01-12,19.94,338.66,0,Due,OP_114,338
RTG16,RTG,2026-01-12,15.96,208.14,0,Due,OP_139,255
RTG17,RTG,2026-01-12,21.87,277.77,0,Good,OP_120,393
RTG18,RTG,2026-01-12,17.74,230.93,0,Good,OP_134,266
RTG19,RTG,2026-01-12,21.89,342.36,0,Good,OP_150,350
RTG20,RTG,2026-01-12,16.28,237.04,0,Good,OP_104,325
RTG21,RTG,2026-01-12,14.75,206.15,0,Good,OP_134,265
RTG22,RTG,2026-01-12,19.46,272.76,0,Good,OP_102,311
RTG23,RTG,2026-01-12,17.02,225.79,0,Good,OP_118,340
RTG24,RTG,2026-01-12,16.08,273.68,0,Under Repair,OP_113,241
RTG25,RTG,2026-01-12,13.12,182.62,0,Under Repair,OP_110,196
RTG26,RTG,2026-01-12,12.08,174.33,0,Good,OP_150,193
RTG27,RTG,2026-01-12,14.47,204.85,0,Due,OP_130,289
RTG28,RTG,2026-01-12,21.32,291.19,0,Good,OP_121,362
RTG29,RTG,2026-01-12,17.2,307.55,0,Good,OP_117,344
RTG30,RTG,2026-01-12,15.63,279.47,0,Under Repair,OP_130,250
RTG31,RTG,2026-01-12,19.9,298,0,Good,OP_135,358
RTG32,RTG,2026-01-12,17.34,278.96,0,Good,OP_104,294
RTG33,RTG,2026-01-12,17.91,243.01,0,Good,OP_148,322
RTG34,RTG,2026-01-12,21.75,374.48,0,Good,OP_107,348
RTG35,RTG,2026-01-12,20.87,352.57,0,Under Repair,OP_144,396
RTG36,RTG,2026-01-12,14.32,244.62,0,Due,OP_113,243
QC01,Quay Crane,2026-01-13,18.8,0,3704.08,Due,OP_138,564
QC02,Quay Crane,2026-01-13,12.58,0,2318.63,Due,OP_105,327
QC03,Quay Crane,2026-01-13,12.14,0,2228.49,Good,OP_122,327
QC04,Quay Crane,2026-01-13,18.2,0,3478.5,Due,OP_122,527
QC05,Quay Crane,2026-01-13,12.89,0,2087.46,Good,OP_126,348
QC06,Quay Crane,2026-01-13,17.6,0,3482.65,Under Repair,OP_145,440
QC07,Quay Crane,2026-01-13,12.01,0,2007.19,Due,OP_107,324
QC08,Quay Crane,2026-01-13,12.87,0,2203.24,Good,OP_107,373
QC09,Quay Crane,2026-01-13,20.17,0,3523.12,Due,OP_128,605
QC10,Quay Crane,2026-01-13,14.16,0,2173.53,Good,OP_136,410
QC11,Quay Crane,2026-01-13,15.57,0,3009.74,Good,OP_117,451
QC12,Quay Crane,2026-01-13,17.71,0,3133.31,Under Repair,OP_129,460
RTG01,RTG,2026-01-13,16.4,248.05,0,Good,OP_138,245
RTG02,RTG,2026-01-13,20.93,339.05,0,Good,OP_103,313
RTG03,RTG,2026-01-13,12.92,186.29,0,Due,OP_107,219
RTG04,RTG,2026-01-13,19.32,306.76,0,Due,OP_103,386
RTG05,RTG,2026-01-13,21.45,334.09,0,Good,OP_144,321
RTG06,RTG,2026-01-13,13.8,166.19,0,Due,OP_132,276
RTG07,RTG,2026-01-13,21.95,319.15,0,Due,OP_147,329
RTG08,RTG,2026-01-13,12.37,208.02,0,Due,OP_105,222
RTG09,RTG,2026-01-13,16.99,249.56,0,Good,OP_141,254
RTG10,RTG,2026-01-13,12.93,187.56,0,Good,OP_146,206
RTG11,RTG,2026-01-13,21.04,286.27,0,Good,OP_108,357
RTG12,RTG,2026-01-13,21.58,374.53,0,Under Repair,OP_133,345
RTG13,RTG,2026-01-13,17.53,225.63,0,Good,OP_122,350
RTG14,RTG,2026-01-13,16.47,271.38,0,Due,OP_149,279
RTG15,RTG,2026-01-13,20.65,316.17,0,Good,OP_111,413
RTG16,RTG,2026-01-13,16.91,301.32,0,Good,OP_102,304
RTG17,RTG,2026-01-13,14.08,217.64,0,Good,OP_135,225
RTG18,RTG,2026-01-13,13.05,158.83,0,Good,OP_125,234
RTG19,RTG,2026-01-13,13.1,234.75,0,Good,OP_101,196
RTG20,RTG,2026-01-13,17.42,248.33,0,Good,OP_126,278
RTG21,RTG,2026-01-13,14.39,213.23,0,Good,OP_145,244
RTG22,RTG,2026-01-13,14.65,241.96,0,Under Repair,OP_149,278
RTG23,RTG,2026-01-13,21.41,275.12,0,Good,OP_101,406
RTG24,RTG,2026-01-13,15.28,187.55,0,Good,OP_100,259
RTG25,RTG,2026-01-13,13.71,184.97,0,Due,OP_123,260
RTG26,RTG,2026-01-13,15.23,253.94,0,Due,OP_101,243
RTG27,RTG,2026-01-13,18.58,271.45,0,Good,OP_104,315
RTG28,RTG,2026-01-13,15.41,270.19,0,Good,OP_137,277
RTG29,RTG,2026-01-13,14.74,260.18,0,Good,OP_116,294
RTG30,RTG,2026-01-13,14.77,185.9,0,Due,OP_101,295
RTG31,RTG,2026-01-13,18.01,308.25,0,Good,OP_125,306
RTG32,RTG,2026-01-13,20.41,362.55,0,Under Repair,OP_126,306
RTG33,RTG,2026-01-13,21.92,284.37,0,Due,OP_137,438
RTG34,RTG,2026-01-13,17.03,221.69,0,Under Repair,OP_108,323
RTG35,RTG,2026-01-13,19.09,257.05,0,Good,OP_117,305
RTG36,RTG,2026-01-13,19.59,340.99,0,Good,OP_149,372
QC01,Quay Crane,2026-01-14,19.1,0,2981.83,Good,OP_130,496
QC02,Quay Crane,2026-01-14,14.93,0,2545.36,Good,OP_141,388
QC03,Quay Crane,2026-01-14,13.92,0,2348.84,Under Repair,OP_134,417
QC04,Quay Crane,2026-01-14,17.74,0,2876.77,Due,OP_122,496
QC05,Quay Crane,2026-01-14,17.44,0,2676.15,Under Repair,OP_102,436
QC06,Quay Crane,2026-01-14,20.97,0,4127.44,Good,OP_148,566
QC07,Quay Crane,2026-01-14,19.19,0,3349.52,Under Repair,OP_116,479
QC08,Quay Crane,2026-01-14,17.09,0,3250.99,Under Repair,OP_135,478
QC09,Quay Crane,2026-01-14,17.74,0,3015.55,Under Repair,OP_129,514
QC10,Quay Crane,2026-01-14,18.99,0,2919.71,Good,OP_146,531
QC11,Quay Crane,2026-01-14,15.81,0,2501.35,Under Repair,OP_118,458
QC12,Quay Crane,2026-01-14,13.7,0,2148.41,Good,OP_102,342
RTG01,RTG,2026-01-14,12.46,162.93,0,Good,OP_103,186
RTG02,RTG,2026-01-14,13.14,180.55,0,Under Repair,OP_105,262
RTG03,RTG,2026-01-14,15.01,195.13,0,Good,OP_132,300
RTG04,RTG,2026-01-14,18.81,236.9,0,Good,OP_132,357
RTG05,RTG,2026-01-14,16.66,249.53,0,Good,OP_106,299
RTG06,RTG,2026-01-14,15.05,186.59,0,Good,OP_147,225
RTG07,RTG,2026-01-14,13.82,237.46,0,Good,OP_123,234
RTG08,RTG,2026-01-14,21.11,361.03,0,Good,OP_149,379
RTG09,RTG,2026-01-14,13.1,193.92,0,Due,OP_136,248
RTG10,RTG,2026-01-14,15.23,246.36,0,Under Repair,OP_113,258
RTG11,RTG,2026-01-14,15.83,204.72,0,Due,OP_105,316
RTG12,RTG,2026-01-14,12.32,203.56,0,Good,OP_145,197
RTG13,RTG,2026-01-14,21.82,298.69,0,Under Repair,OP_143,370
RTG14,RTG,2026-01-14,15.64,237.73,0,Good,OP_108,312
RTG15,RTG,2026-01-14,15.17,255.97,0,Good,OP_130,227
RTG16,RTG,2026-01-14,13.68,186.87,0,Good,OP_107,232
RTG17,RTG,2026-01-14,15.24,266.24,0,Good,OP_134,304
RTG18,RTG,2026-01-14,20.16,271.32,0,Due,OP_107,362
RTG19,RTG,2026-01-14,19.94,260.27,0,Good,OP_146,338
RTG20,RTG,2026-01-14,19.76,330.45,0,Good,OP_148,395
RTG21,RTG,2026-01-14,12.96,187,0,Good,OP_137,220
RTG22,RTG,2026-01-14,12.67,155.5,0,Good,OP_146,215
RTG23,RTG,2026-01-14,12.21,194.98,0,Under Repair,OP_131,231
RTG24,RTG,2026-01-14,17.87,293.12,0,Under Repair,OP_113,285
RTG25,RTG,2026-01-14,16.54,275.38,0,Good,OP_109,330
RTG26,RTG,2026-01-14,17.32,308.97,0,Good,OP_111,329
RTG27,RTG,2026-01-14,16.49,241.57,0,Under Repair,OP_139,263
RTG28,RTG,2026-01-14,17.14,227.2,0,Good,OP_123,274
RTG29,RTG,2026-01-14,14.6,252.52,0,Due,OP_110,248
RTG30,RTG,2026-01-14,15.6,257.37,0,Good,OP_131,280
RTG31,RTG,2026-01-14,19.6,319.5,0,Good,OP_139,392
RTG32,RTG,2026-01-14,18.69,322.78,0,Due,OP_121,355
RTG33,RTG,2026-01-14,16.63,219.61,0,Good,OP_112,282
RTG34,RTG,2026-01-14,21.5,281.45,0,Good,OP_125,408
RTG35,RTG,2026-01-14,13.02,182.27,0,Due,OP_124,247
RTG36,RTG,2026-01-14,13.21,229.16,0,Under Repair,OP_147,211
QC01,Quay Crane,2026-01-15,20.27,0,3843.26,Due,OP_122,527
QC02,Quay Crane,2026-01-15,19.42,0,3193,Good,OP_120,504
QC03,Quay Crane,2026-01-15,21.68,0,3967.86,Good,OP_145,607
QC04,Quay Crane,2026-01-15,,0,2544.47,Good,OP_134,440
QC05,Quay Crane,2026-01-15,13.47,0,2328.25,Good,OP_118,404
QC06,Quay Crane,2026-01-15,16.76,0,2554.45,Good,OP_109,486
QC07,Quay Crane,2026-01-15,14.12,0,2713.33,Good,OP_144,423
QC08,Quay Crane,2026-01-15,15.24,0,2359.23,Under Repair,OP_133,457
QC09,Quay Crane,2026-01-15,15.3,0,3020.54,Good,OP_135,382
QC10,Quay Crane,2026-01-15,15.8,0,2640.81,Good,OP_137,458
QC11,Quay Crane,2026-01-15,15.31,0,2580.6,Under Repair,OP_148,413
QC12,Quay Crane,2026-01-15,17.64,0,2796.03,Under Repair,OP_138,529
RTG01,RTG,2026-01-15,20.28,362.09,0,Good,OP_104,304
RTG02,RTG,2026-01-15,18.4,266.94,0,Good,OP_138,294
RTG03,RTG,2026-01-15,13.25,237.79,0,Under Repair,OP_127,265
RTG04,RTG,2026-01-15,18.17,264.59,0,Good,OP_120,290
RTG05,RTG,2026-01-15,15.63,275.66,0,Under Repair,OP_133,312
RTG06,RTG,2026-01-15,13.4,227.41,0,Good,OP_147,227
RTG07,RTG,2026-01-15,13.58,177.59,0,Good,OP_127,244
RTG08,RTG,2026-01-15,21.14,300.83,0,Due,OP_108,401
RTG09,RTG,2026-01-15,15.61,252.42,0,Due,OP_108,296
RTG10,RTG,2026-01-15,15.36,254.45,0,Good,OP_145,245
RTG11,RTG,2026-01-15,13.19,160.93,0,Good,OP_147,211
RTG12,RTG,2026-01-15,14.96,210.96,0,Good,OP_108,284
RTG13,RTG,2026-01-15,12.62,208.95,0,Good,OP_124,189
RTG14,RTG,2026-01-15,20.62,335.65,0,Good,OP_144,391
RTG15,RTG,2026-01-15,15.91,199.61,0,Good,OP_132,238
RTG16,RTG,2026-01-15,18.95,236.09,0,Due,OP_105,360
RTG17,RTG,2026-01-15,21.57,273.5,0,Good,OP_111,409
RTG18,RTG,2026-01-15,19.71,255.36,0,Good,OP_120,374
RTG19,RTG,2026-01-15,14.19,185.87,0,Good,OP_107,241
RTG20,RTG,2026-01-15,18.32,303.98,0,Good,OP_136,329
RTG21,RTG,2026-01-15,15.27,251.45,0,Good,OP_134,259
RTG22,RTG,2026-01-15,15.34,234.19,0,Due,OP_111,245
RTG23,RTG,2026-01-15,18.84,306.69,0,Good,OP_149,320
RTG24,RTG,2026-01-15,15.49,235.47,0,Good,OP_146,309
RTG25,RTG,2026-01-15,16.03,224.34,0,Good,OP_135,256
RTG26,RTG,2026-01-15,16.08,240.36,0,Good,OP_122,273
RTG27,RTG,2026-01-15,12.12,145.61,0,Good,OP_113,206
RTG28,RTG,2026-01-15,20.38,323.15,0,Good,OP_105,387
RTG29,RTG,2026-01-15,13.98,247.8,0,Due,OP_109,237
RTG30,RTG,2026-01-15,20.37,313.85,0,Good,OP_147,387
RTG31,RTG,2026-01-15,21.13,286.92,0,Due,OP_138,338
RTG32,RTG,2026-01-15,17.76,283.37,0,Good,OP_104,355
RTG33,RTG,2026-01-15,12.4,201.63,0,Good,OP_141,235
RTG34,RTG,2026-01-15,13.75,189.17,0,Good,OP_147,275
RTG35,RTG,2026-01-15,15.45,222.11,0,Under Repair,OP_111,262
RTG36,RTG,2026-01-15,20.26,287.88,0,Good,OP_108,364
QC01,Quay Crane,2026-01-16,21.66,0,3523.23,Under Repair,OP_106,606
QC02,Quay Crane,2026-01-16,20.31,0,3413.08,Good,OP_135,609
QC03,Quay Crane,2026-01-16,12.72,0,2186.48,Due,OP_101,381
QC04,Quay Crane,2026-01-16,15.25,0,2570.95,Good,OP_111,457
QC05,Quay Crane,2026-01-16,13.52,0,2474.24,Due,OP_128,378
QC06,Quay Crane,2026-01-16,15.48,0,2939.94,Good,OP_150,387
QC07,Quay Crane,2026-01-16,17.2,0,3008.91,Good,OP_150,481
QC08,Quay Crane,2026-01-16,12.81,0,2407.23,Under Repair,OP_112,333
QC09,Quay Crane,2026-01-16,18.58,0,3021.73,Under Repair,OP_145,557
QC10,Quay Crane,2026-01-16,15.46,0,2969.81,Good,OP_149,417
QC11,Quay Crane,2026-01-16,20.57,0,3642.05,Good,OP_114,555
QC12,Quay Crane,2026-01-16,12.2,0,1872.94,Under Repair,OP_105,317
RTG01,RTG,2026-01-16,13.12,205.38,0,Due,OP_131,249
RTG02,RTG,2026-01-16,17.81,217.28,0,Good,OP_122,338
RTG03,RTG,2026-01-16,14.42,234,0,Good,OP_104,273
RTG04,RTG,2026-01-16,16.6,255.48,0,Good,OP_144,332
RTG05,RTG,2026-01-16,13.75,230.64,0,Under Repair,OP_100,261
RTG06,RTG,2026-01-16,12.2,163.13,0,Good,OP_136,195
RTG07,RTG,2026-01-16,12.7,171.4,0,Due,OP_136,215
RTG08,RTG,2026-01-16,18.84,260.47,0,Good,OP_119,376
RTG09,RTG,2026-01-16,16.92,250.61,0,Under Repair,OP_137,304
RTG10,RTG,2026-01-16,14.88,198.84,0,Good,OP_114,252
RTG11,RTG,2026-01-16,16.87,214.9,0,Due,OP_113,303
RTG12,RTG,2026-01-16,18.83,288.98,0,Good,OP_136,357
